L1_Density,L2_Density,L3_Density,L4_Density,L1_Next,L2_Next,L3_Next,L4_Next,L1_Wait,L2_Wait,L3_Wait,L4_Wait,Emergency_Type,Green_Lane,Reason,Green_Time
41,45,95,39,35,26,77,48,3,4,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
41,45,95,39,35,26,77,48,4,5,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
96,20,62,83,66,46,21,80,0,6,2,1,Ambulance,Lane 1,Emergency_Ambulance,10
96,20,62,83,66,46,21,80,1,0,3,2,Ambulance,Lane 2,Emergency_Ambulance,10
96,20,62,83,66,46,21,80,2,1,0,3,Fire Truck,Lane 3,Emergency_Fire Truck,10
93,84,65,43,12,71,75,43,3,2,1,0,None,Lane 4,Starvation,3
45,45,53,61,62,24,22,58,0,3,2,1,None,Lane 1,Starvation,3
100,36,20,87,20,13,93,61,1,0,3,2,None,Lane 2,Starvation,3
87,55,68,59,74,58,24,100,0,1,4,3,Police,Lane 1,Emergency_Police,10
53,75,12,47,59,36,95,67,1,2,0,4,Ambulance,Lane 3,Emergency_Ambulance,10
38,94,48,43,16,89,49,61,2,3,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
58,24,89,38,89,74,44,35,3,0,2,1,None,Lane 2,Starvation,3
45,55,17,53,71,72,44,72,0,1,3,2,None,Lane 1,Starvation,3
86,38,100,75,24,42,84,65,0,2,4,3,None,Lane 1,Gridlock_Avoidance,10
23,80,30,26,61,68,63,14,0,3,5,4,Fire Truck,Lane 1,Emergency_Fire Truck,10
10,52,53,78,82,84,98,58,1,0,6,5,Ambulance,Lane 2,Emergency_Ambulance,10
74,86,81,12,50,98,61,42,2,1,0,6,None,Lane 3,Starvation,6
82,21,53,18,25,15,88,100,0,2,1,7,Police,Lane 1,Emergency_Police,10
82,21,53,18,25,15,88,100,1,3,2,0,Police,Lane 4,Emergency_Police,10
89,44,34,21,93,18,42,12,2,0,3,1,None,Lane 2,Starvation,3
32,14,46,24,11,86,37,14,3,1,0,2,None,Lane 3,Starvation,3
44,52,72,79,12,61,79,13,0,2,1,3,None,Lane 1,Starvation,3
15,55,54,66,63,71,25,19,1,3,2,0,None,Lane 4,Starvation,3
76,42,95,64,86,17,76,84,2,4,3,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
78,70,23,89,85,72,79,56,3,5,0,1,Fire Truck,Lane 3,Emergency_Fire Truck,10
17,37,42,39,20,87,39,75,0,6,1,2,None,Lane 1,Starvation,3
90,39,81,69,77,49,83,25,1,7,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
84,85,66,14,17,80,40,56,2,8,3,0,Ambulance,Lane 4,Emergency_Ambulance,10
73,21,34,72,50,81,89,21,3,9,4,0,Police,Lane 4,Emergency_Police,10
21,10,37,91,94,70,21,91,0,10,5,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
37,75,78,30,74,55,25,93,1,11,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
37,75,78,30,74,55,25,93,2,0,1,3,Fire Truck,Lane 2,Emergency_Fire Truck,10
43,47,75,36,89,59,22,77,3,1,2,0,None,Lane 4,Starvation,3
51,50,37,24,29,39,55,26,4,0,3,1,Ambulance,Lane 2,Emergency_Ambulance,10
81,21,43,83,39,37,34,10,5,0,4,2,Ambulance,Lane 2,Emergency_Ambulance,10
97,48,49,24,44,70,54,48,0,1,5,3,None,Lane 1,Starvation,10
65,69,86,62,14,11,70,62,1,2,0,4,None,Lane 3,Starvation,10
77,28,11,85,48,50,57,38,2,0,1,5,Ambulance,Lane 2,Emergency_Ambulance,10
74,69,97,51,98,25,50,99,3,1,0,6,None,Lane 3,Gridlock_Avoidance,10
78,12,25,83,39,23,96,47,4,2,0,7,Police,Lane 3,Emergency_Police,10
38,63,20,80,48,100,60,17,0,3,1,8,None,Lane 1,Starvation,3
92,19,19,77,88,61,92,71,1,0,2,9,None,Lane 2,Starvation,3
10,76,83,92,74,71,67,32,2,1,3,0,None,Lane 4,Starvation,10
49,38,63,74,65,62,99,30,3,2,4,0,None,Lane 4,Gridlock_Avoidance,6
39,28,68,23,67,13,79,17,0,3,5,1,None,Lane 1,Starvation,3
40,27,23,60,50,71,79,62,1,0,6,2,None,Lane 2,Starvation,3
71,96,32,85,31,55,89,58,2,0,7,3,None,Lane 2,Gridlock_Avoidance,10
47,28,66,37,59,96,27,80,3,1,0,4,None,Lane 3,Starvation,3
72,58,17,11,54,66,28,46,0,2,1,5,None,Lane 1,Starvation,6
79,35,77,50,81,49,46,60,1,3,2,0,None,Lane 4,Starvation,3
41,61,39,31,97,18,42,81,2,0,3,1,None,Lane 2,Starvation,3
33,98,50,44,67,44,57,29,3,1,0,2,None,Lane 3,Starvation,3
77,45,21,92,30,90,30,69,0,2,1,3,None,Lane 1,Starvation,6
20,13,83,34,52,77,79,35,1,3,2,0,None,Lane 4,Starvation,3
34,49,70,95,27,41,15,96,2,0,3,1,None,Lane 2,Starvation,3
91,57,96,41,87,23,76,44,3,0,4,2,Police,Lane 2,Emergency_Police,10
31,63,90,51,27,56,61,83,0,1,5,3,None,Lane 1,Starvation,3
90,77,53,17,64,93,75,47,1,2,0,4,None,Lane 3,Starvation,3
92,15,72,97,45,22,53,89,0,3,1,5,None,Lane 1,Gridlock_Avoidance,10
22,14,53,59,56,83,44,87,0,4,2,6,Ambulance,Lane 1,Emergency_Ambulance,10
22,14,53,59,56,83,44,87,1,5,3,0,Police,Lane 4,Emergency_Police,10
96,37,26,25,67,93,85,37,2,6,0,1,Police,Lane 3,Emergency_Police,10
96,37,26,25,67,93,85,37,3,7,1,0,Police,Lane 4,Emergency_Police,10
12,33,44,89,56,56,84,60,0,8,2,1,None,Lane 1,Starvation,3
19,76,44,36,31,11,32,82,1,0,3,2,None,Lane 2,Starvation,6
81,49,72,49,63,18,17,93,2,1,0,3,Fire Truck,Lane 3,Emergency_Fire Truck,10
65,82,10,39,62,95,69,91,0,2,1,4,None,Lane 1,Gridlock_Avoidance,3
50,33,60,92,71,81,43,20,1,3,2,0,None,Lane 4,Starvation,10
79,39,67,85,91,48,43,16,2,0,3,1,None,Lane 2,Starvation,3
92,33,80,25,68,77,12,50,3,1,0,2,None,Lane 3,Starvation,6
19,63,55,29,76,56,92,85,0,2,1,3,None,Lane 1,Starvation,3
18,25,90,70,28,40,86,41,1,3,2,0,None,Lane 4,Starvation,3
22,20,89,86,33,42,69,40,2,0,3,1,None,Lane 2,Starvation,3
86,68,51,34,14,85,42,33,0,1,4,2,Fire Truck,Lane 1,Emergency_Fire Truck,10
73,81,87,48,31,12,91,43,0,2,5,3,Ambulance,Lane 1,Emergency_Ambulance,10
72,55,45,80,31,21,96,100,0,3,6,4,None,Lane 1,Gridlock_Avoidance,6
24,40,83,91,79,45,25,14,1,0,7,5,None,Lane 2,Starvation,3
94,86,84,68,67,51,25,26,2,1,0,6,Fire Truck,Lane 3,Emergency_Fire Truck,10
43,11,85,71,91,55,42,15,0,2,1,7,Fire Truck,Lane 1,Emergency_Fire Truck,10
30,72,10,70,56,25,35,40,1,3,2,0,None,Lane 4,Starvation,3
43,32,86,85,82,59,66,14,2,0,3,1,None,Lane 2,Starvation,3
10,79,30,93,43,12,32,17,3,1,0,2,None,Lane 3,Starvation,3
69,76,14,50,56,40,46,25,0,2,1,3,None,Lane 1,Starvation,3
48,50,36,13,82,50,18,76,1,3,2,0,None,Lane 4,Starvation,3
68,33,100,57,46,73,27,37,0,4,3,1,Police,Lane 1,Emergency_Police,10
98,76,76,79,12,54,19,94,1,5,0,2,Fire Truck,Lane 3,Emergency_Fire Truck,10
92,48,91,26,41,82,44,98,2,6,0,3,Fire Truck,Lane 3,Emergency_Fire Truck,10
78,11,86,75,83,81,75,27,0,7,1,4,Police,Lane 1,Emergency_Police,10
59,71,11,85,21,31,58,45,1,8,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
59,71,11,85,21,31,58,45,0,9,3,1,Police,Lane 1,Emergency_Police,10
67,98,73,73,36,44,35,82,1,0,4,2,None,Lane 2,Starvation,10
70,54,60,26,77,78,68,65,2,1,0,3,None,Lane 3,Starvation,3
24,98,49,85,60,65,97,66,3,2,1,0,None,Lane 4,Starvation,6
59,11,30,80,63,43,52,79,0,3,2,1,None,Lane 1,Starvation,3
16,99,67,81,13,77,91,20,1,0,3,2,Ambulance,Lane 2,Emergency_Ambulance,10
16,99,67,81,13,77,91,20,2,1,4,0,Ambulance,Lane 4,Emergency_Ambulance,10
100,19,54,77,65,46,39,57,3,2,5,0,Police,Lane 4,Emergency_Police,10
31,81,89,22,37,97,71,16,0,3,6,1,None,Lane 1,Starvation,3
20,30,34,13,65,49,67,100,1,0,7,2,None,Lane 2,Starvation,3
10,57,27,89,39,88,24,29,2,1,0,3,None,Lane 3,Starvation,3
44,20,83,67,33,88,69,98,3,2,0,4,Ambulance,Lane 3,Emergency_Ambulance,10
44,20,83,67,33,88,69,98,0,3,1,5,Fire Truck,Lane 1,Emergency_Fire Truck,10
37,58,89,28,85,42,13,48,1,0,2,6,None,Lane 2,Starvation,3
93,55,34,91,98,96,95,88,2,1,3,0,Ambulance,Lane 4,Emergency_Ambulance,10
52,75,60,62,59,26,15,81,3,2,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
95,56,44,66,30,87,36,56,0,3,1,2,None,Lane 1,Starvation,10
64,93,17,21,17,58,21,93,0,4,2,3,Fire Truck,Lane 1,Emergency_Fire Truck,10
64,93,17,21,17,58,21,93,1,5,3,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
56,93,48,96,79,86,51,82,2,6,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
97,85,47,75,82,98,67,86,3,7,0,2,None,Lane 3,Gridlock_Avoidance,3
15,83,76,27,32,75,70,33,0,8,1,3,Ambulance,Lane 1,Emergency_Ambulance,10
15,83,76,27,32,75,70,33,1,9,2,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
15,83,76,27,32,75,70,33,2,0,3,1,Police,Lane 2,Emergency_Police,10
60,10,56,65,65,42,35,56,3,0,4,2,Fire Truck,Lane 2,Emergency_Fire Truck,10
60,10,56,65,65,42,35,56,4,1,0,3,Police,Lane 3,Emergency_Police,10
39,86,57,23,74,70,29,10,0,2,1,4,None,Lane 1,Starvation,3
49,21,91,66,22,78,95,75,1,3,2,0,None,Lane 4,Starvation,3
29,33,60,15,18,63,83,38,2,0,3,1,None,Lane 2,Starvation,3
11,99,95,26,10,84,80,72,3,1,0,2,None,Lane 3,Starvation,10
35,38,43,89,14,57,100,26,4,0,1,3,Police,Lane 2,Emergency_Police,10
26,69,86,58,88,93,35,58,5,1,0,4,None,Lane 3,Gridlock_Avoidance,10
86,61,27,26,55,51,51,23,6,2,0,5,Ambulance,Lane 3,Emergency_Ambulance,10
33,21,81,60,97,97,37,17,7,3,0,6,None,Lane 3,Gridlock_Avoidance,6
86,16,57,21,26,63,82,36,0,4,1,7,None,Lane 1,Starvation,10
16,72,92,62,44,15,78,92,1,0,2,8,None,Lane 2,Starvation,6
64,10,69,69,52,62,86,11,2,1,3,0,None,Lane 4,Starvation,3
64,81,50,85,98,88,42,76,3,2,0,1,None,Lane 3,Starvation,3
62,45,81,23,47,63,47,67,4,0,1,2,Ambulance,Lane 2,Emergency_Ambulance,10
94,76,56,12,81,79,79,71,5,0,2,3,None,Lane 2,Gridlock_Avoidance,6
60,31,61,90,91,72,71,23,6,1,3,0,None,Lane 4,Gridlock_Avoidance,10
77,27,46,13,38,32,61,41,0,2,4,1,None,Lane 1,Starvation,6
87,17,14,12,27,47,21,50,1,3,0,2,None,Lane 3,Starvation,3
87,49,27,71,68,89,63,43,0,4,1,3,None,Lane 1,Gridlock_Avoidance,10
83,62,28,68,24,80,95,17,1,0,2,4,None,Lane 2,Starvation,3
22,72,45,42,29,98,95,97,0,1,3,5,None,Lane 1,Gridlock_Avoidance,3
26,27,59,57,56,96,91,27,1,0,4,6,Ambulance,Lane 2,Emergency_Ambulance,10
23,14,76,62,69,21,86,89,0,1,5,7,Fire Truck,Lane 1,Emergency_Fire Truck,10
95,83,70,57,25,90,52,42,1,2,0,8,None,Lane 3,Starvation,3
95,55,42,44,13,51,30,10,2,3,1,0,None,Lane 4,Starvation,3
51,14,65,94,56,17,97,92,3,0,2,1,None,Lane 2,Starvation,3
64,35,91,78,66,73,43,13,0,1,3,2,None,Lane 1,Starvation,3
33,65,70,98,11,24,70,21,1,2,0,3,None,Lane 3,Starvation,3
82,98,36,23,40,35,25,88,2,0,1,4,None,Lane 2,Gridlock_Avoidance,10
59,80,53,30,81,46,56,78,0,1,2,5,Police,Lane 1,Emergency_Police,10
10,25,76,79,64,66,59,74,1,2,3,0,None,Lane 4,Starvation,6
25,24,84,90,35,22,55,50,2,3,0,1,None,Lane 3,Starvation,6
27,77,57,45,93,45,28,92,3,0,1,2,None,Lane 2,Starvation,6
19,28,73,90,60,30,30,59,0,1,2,3,None,Lane 1,Starvation,3
74,59,79,72,19,44,63,58,1,2,3,0,None,Lane 4,Starvation,6
77,83,80,30,87,72,35,82,2,3,0,1,None,Lane 3,Starvation,6
34,23,74,25,80,85,98,41,3,0,1,2,Police,Lane 2,Emergency_Police,10
81,37,70,41,15,81,38,35,4,0,2,3,Fire Truck,Lane 2,Emergency_Fire Truck,10
69,65,56,90,48,48,88,55,0,1,3,4,None,Lane 1,Starvation,3
83,43,51,51,80,33,71,69,1,2,0,5,None,Lane 3,Starvation,3
81,58,66,30,55,74,85,70,0,3,1,6,Police,Lane 1,Emergency_Police,10
55,65,88,56,13,78,78,98,1,0,2,7,None,Lane 2,Starvation,3
74,14,76,67,34,96,23,17,2,1,3,0,None,Lane 4,Starvation,3
37,61,37,59,71,56,58,94,3,2,0,1,None,Lane 3,Starvation,3
39,82,13,26,80,32,30,58,0,3,1,2,None,Lane 1,Starvation,3
61,16,43,22,96,57,100,70,1,0,2,3,None,Lane 2,Starvation,3
66,37,13,77,98,90,18,48,0,1,3,4,Fire Truck,Lane 1,Emergency_Fire Truck,10
66,37,13,77,98,90,18,48,1,0,4,5,Police,Lane 2,Emergency_Police,10
66,37,13,77,98,90,18,48,2,1,0,6,Police,Lane 3,Emergency_Police,10
59,16,60,39,90,81,12,45,3,0,1,7,Ambulance,Lane 2,Emergency_Ambulance,10
59,16,60,39,90,81,12,45,4,1,0,8,Police,Lane 3,Emergency_Police,10
72,20,53,50,46,16,78,53,0,2,1,9,Fire Truck,Lane 1,Emergency_Fire Truck,10
46,70,87,55,59,22,58,11,0,3,2,10,Ambulance,Lane 1,Emergency_Ambulance,10
39,21,54,84,75,23,35,62,1,0,3,11,None,Lane 2,Starvation,3
82,67,72,77,31,19,33,79,2,1,0,12,None,Lane 3,Starvation,6
94,59,72,76,81,16,18,53,3,0,1,13,Ambulance,Lane 2,Emergency_Ambulance,10
94,59,72,76,81,16,18,53,0,1,2,14,Police,Lane 1,Emergency_Police,10
28,83,89,34,12,88,24,76,1,2,3,0,None,Lane 4,Starvation,3
95,20,55,100,44,50,14,84,0,3,4,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
27,85,55,16,85,49,25,30,1,4,5,0,Ambulance,Lane 4,Emergency_Ambulance,10
97,97,59,35,51,58,54,32,2,0,6,1,None,Lane 2,Starvation,10
100,67,99,57,90,86,39,40,3,1,0,2,None,Lane 3,Starvation,10
85,92,30,52,30,29,36,40,0,2,1,3,None,Lane 1,Starvation,6
33,51,57,41,15,93,91,10,1,3,2,0,None,Lane 4,Starvation,3
48,17,84,15,34,48,24,13,2,0,3,1,None,Lane 2,Starvation,3
85,29,17,13,33,59,65,25,3,1,4,0,Ambulance,Lane 4,Emergency_Ambulance,10
11,78,77,57,34,18,23,70,0,2,5,1,None,Lane 1,Starvation,3
100,77,91,80,47,17,19,53,1,3,0,2,None,Lane 3,Starvation,10
58,59,28,70,73,91,92,32,2,4,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
36,33,38,14,65,71,89,50,0,5,2,1,Ambulance,Lane 1,Emergency_Ambulance,10
36,33,38,14,65,71,89,50,1,0,3,2,Police,Lane 2,Emergency_Police,10
71,18,88,69,68,13,58,12,2,1,0,3,Police,Lane 3,Emergency_Police,10
64,29,99,11,77,55,96,49,3,2,1,0,None,Lane 4,Starvation,3
87,22,76,55,31,85,57,94,0,3,2,1,None,Lane 1,Starvation,10
95,91,37,99,29,12,90,91,1,0,3,2,None,Lane 2,Starvation,10
24,55,63,85,35,49,62,52,0,1,4,3,Police,Lane 1,Emergency_Police,10
29,31,86,83,48,30,45,34,1,2,5,0,Police,Lane 4,Emergency_Police,10
51,85,81,74,36,99,36,57,0,3,6,1,Police,Lane 1,Emergency_Police,10
45,53,77,40,76,55,40,17,1,0,7,2,None,Lane 2,Starvation,3
64,80,59,16,64,86,20,81,2,1,0,3,None,Lane 3,Starvation,3
20,70,32,86,62,92,35,50,3,2,1,0,None,Lane 4,Starvation,10
12,22,49,12,49,20,57,34,4,0,2,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
30,50,79,51,30,46,17,79,0,1,3,2,None,Lane 1,Starvation,3
22,13,41,73,71,79,87,57,1,2,4,0,None,Lane 4,Gridlock_Avoidance,6
68,83,76,27,35,51,90,49,2,0,5,1,None,Lane 2,Gridlock_Avoidance,6
80,28,96,75,19,65,78,62,3,1,0,2,None,Lane 3,Starvation,10
62,74,87,39,17,47,91,81,0,2,1,3,None,Lane 1,Starvation,3
83,62,32,42,17,24,52,96,0,3,2,4,Fire Truck,Lane 1,Emergency_Fire Truck,10
83,62,32,42,17,24,52,96,1,4,0,5,Police,Lane 3,Emergency_Police,10
83,62,32,42,17,24,52,96,2,5,1,0,Police,Lane 4,Emergency_Police,10
32,25,68,65,91,75,47,68,3,6,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
81,14,41,34,34,82,63,58,4,7,3,0,Ambulance,Lane 4,Emergency_Ambulance,10
100,42,74,33,33,39,100,53,0,8,4,1,None,Lane 1,Starvation,10
90,100,93,16,91,47,95,34,0,9,5,2,Ambulance,Lane 1,Emergency_Ambulance,10
90,100,93,16,91,47,95,34,1,10,6,0,Police,Lane 4,Emergency_Police,10
43,71,66,95,55,36,15,33,2,0,7,1,None,Lane 2,Starvation,6
64,81,14,78,79,48,31,38,3,1,8,0,Ambulance,Lane 4,Emergency_Ambulance,10
64,81,14,78,79,48,31,38,4,2,0,1,Fire Truck,Lane 3,Emergency_Fire Truck,10
34,59,94,64,13,31,50,94,0,3,1,2,Ambulance,Lane 1,Emergency_Ambulance,10
88,53,24,26,47,92,49,84,0,4,2,3,None,Lane 1,Gridlock_Avoidance,10
18,26,96,74,91,75,43,47,1,0,3,4,None,Lane 2,Starvation,3
49,42,31,93,51,10,33,83,0,1,4,5,Ambulance,Lane 1,Emergency_Ambulance,10
49,42,31,93,51,10,33,83,1,0,5,6,Police,Lane 2,Emergency_Police,10
49,42,31,93,51,10,33,83,2,1,0,7,Police,Lane 3,Emergency_Police,10
49,42,31,93,51,10,33,83,3,2,1,0,Police,Lane 4,Emergency_Police,10
90,30,48,69,98,86,25,71,4,3,2,0,None,Lane 4,Gridlock_Avoidance,3
17,80,19,61,38,62,15,12,5,4,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
39,48,61,45,41,50,77,11,0,5,1,2,None,Lane 1,Starvation,3
80,40,97,86,33,63,86,57,1,0,2,3,None,Lane 2,Starvation,3
34,15,40,26,67,67,52,53,2,1,3,0,None,Lane 4,Starvation,3
70,99,36,23,60,45,38,35,3,2,0,1,None,Lane 3,Starvation,3
17,77,89,48,26,52,56,57,0,3,1,2,None,Lane 1,Starvation,3
27,69,75,24,24,86,22,69,1,4,0,3,None,Lane 3,Gridlock_Avoidance,6
56,54,76,63,54,27,100,19,0,5,1,4,Ambulance,Lane 1,Emergency_Ambulance,10
56,54,76,63,54,27,100,19,1,6,2,0,Police,Lane 4,Emergency_Police,10
63,23,65,92,74,40,13,43,2,0,3,1,None,Lane 2,Starvation,3
93,59,94,73,81,32,14,71,0,1,4,2,Fire Truck,Lane 1,Emergency_Fire Truck,10
16,10,86,23,69,22,53,48,1,2,5,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
60,60,52,10,26,18,16,59,2,3,0,1,None,Lane 3,Starvation,3
87,28,50,31,67,53,45,34,3,4,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
16,36,32,56,35,91,44,47,0,5,1,3,Ambulance,Lane 1,Emergency_Ambulance,10
16,36,32,56,35,91,44,47,1,0,2,4,Ambulance,Lane 2,Emergency_Ambulance,10
41,82,50,96,43,43,88,80,2,1,0,5,Fire Truck,Lane 3,Emergency_Fire Truck,10
27,45,39,87,89,25,97,27,0,2,1,6,Ambulance,Lane 1,Emergency_Ambulance,10
27,45,39,87,89,25,97,27,1,3,0,7,Ambulance,Lane 3,Emergency_Ambulance,10
79,63,95,57,20,24,44,46,2,0,1,8,None,Lane 2,Starvation,3
20,20,26,86,56,55,89,87,0,1,2,9,None,Lane 1,Gridlock_Avoidance,3
100,30,30,60,57,27,21,30,1,2,3,0,None,Lane 4,Starvation,3
29,85,55,78,30,92,53,85,2,3,4,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
61,92,85,43,21,55,48,11,3,4,0,1,Police,Lane 3,Emergency_Police,10
87,90,57,57,40,61,74,41,4,0,1,2,Ambulance,Lane 2,Emergency_Ambulance,10
88,93,66,62,61,20,25,72,0,1,2,3,Fire Truck,Lane 1,Emergency_Fire Truck,10
96,71,19,24,22,32,67,30,1,2,3,0,None,Lane 4,Starvation,3
96,90,71,58,12,41,69,22,2,3,4,0,Ambulance,Lane 4,Emergency_Ambulance,10
78,19,84,99,82,14,38,75,3,0,5,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
78,19,84,99,82,14,38,75,4,1,6,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
88,74,14,32,92,39,28,57,0,2,7,1,Ambulance,Lane 1,Emergency_Ambulance,10
75,99,99,20,50,51,49,20,1,3,0,2,None,Lane 3,Starvation,10
83,58,42,86,46,62,92,13,0,4,1,3,Ambulance,Lane 1,Emergency_Ambulance,10
92,74,16,20,26,44,26,30,1,0,2,4,None,Lane 2,Starvation,6
54,93,56,13,75,62,13,35,2,1,3,0,None,Lane 4,Starvation,3
89,12,76,78,98,96,30,51,3,2,0,1,None,Lane 3,Starvation,6
88,26,13,30,35,80,11,15,4,0,1,2,Fire Truck,Lane 2,Emergency_Fire Truck,10
88,26,13,30,35,80,11,15,5,1,0,3,Fire Truck,Lane 3,Emergency_Fire Truck,10
50,96,25,79,87,56,92,80,6,0,1,4,Fire Truck,Lane 2,Emergency_Fire Truck,10
41,22,72,50,73,84,76,47,0,1,2,5,Ambulance,Lane 1,Emergency_Ambulance,10
53,34,16,31,53,43,99,24,1,2,0,6,Ambulance,Lane 3,Emergency_Ambulance,10
53,34,16,31,53,43,99,24,0,3,1,7,Fire Truck,Lane 1,Emergency_Fire Truck,10
53,34,16,31,53,43,99,24,1,0,2,8,Fire Truck,Lane 2,Emergency_Fire Truck,10
53,34,16,31,53,43,99,24,2,1,3,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
86,48,11,68,41,39,47,77,0,2,4,1,Police,Lane 1,Emergency_Police,10
98,74,62,40,15,98,91,34,0,3,5,2,None,Lane 1,Gridlock_Avoidance,10
19,66,88,24,26,59,20,62,1,0,6,3,None,Lane 2,Starvation,3
51,78,69,78,90,50,33,82,2,0,7,4,Ambulance,Lane 2,Emergency_Ambulance,10
95,97,51,22,68,82,57,13,3,1,0,5,None,Lane 3,Starvation,3
66,22,13,48,32,11,31,97,0,2,1,6,None,Lane 1,Starvation,3
47,28,79,24,53,74,84,19,1,3,2,0,None,Lane 4,Starvation,3
36,10,98,26,46,59,86,11,2,0,3,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
89,56,45,20,65,10,30,52,3,1,0,2,None,Lane 3,Starvation,3
36,79,93,74,55,100,50,30,4,0,1,3,Ambulance,Lane 2,Emergency_Ambulance,10
36,79,93,74,55,100,50,30,5,1,0,4,Ambulance,Lane 3,Emergency_Ambulance,10
78,56,90,24,61,45,18,51,6,2,0,5,Fire Truck,Lane 3,Emergency_Fire Truck,10
68,68,18,19,30,90,68,45,0,3,1,6,None,Lane 1,Starvation,3
69,60,79,74,57,17,60,20,1,0,2,7,None,Lane 2,Starvation,3
47,62,14,48,74,97,90,68,0,1,3,8,Ambulance,Lane 1,Emergency_Ambulance,10
92,34,33,68,57,84,29,24,0,2,4,9,Fire Truck,Lane 1,Emergency_Fire Truck,10
92,34,33,68,57,84,29,24,1,0,5,10,Fire Truck,Lane 2,Emergency_Fire Truck,10
66,41,96,67,88,24,77,89,2,1,0,11,None,Lane 3,Starvation,10
55,57,24,94,44,58,52,18,3,2,1,0,None,Lane 4,Starvation,10
51,96,45,90,43,24,18,90,4,0,2,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
54,26,70,71,33,16,54,18,0,1,3,2,None,Lane 1,Starvation,3
57,84,76,58,95,44,23,53,1,2,0,3,None,Lane 3,Starvation,6
46,51,39,29,33,58,97,21,2,0,1,4,Fire Truck,Lane 2,Emergency_Fire Truck,10
91,63,72,71,13,59,33,88,0,1,2,5,None,Lane 1,Gridlock_Avoidance,10
88,65,68,95,83,85,69,65,1,2,0,6,Fire Truck,Lane 3,Emergency_Fire Truck,10
36,75,71,83,44,86,26,82,2,3,0,7,Ambulance,Lane 3,Emergency_Ambulance,10
33,78,76,28,47,31,93,83,0,4,1,8,Ambulance,Lane 1,Emergency_Ambulance,10
51,21,80,77,12,67,60,25,1,0,2,9,Fire Truck,Lane 2,Emergency_Fire Truck,10
49,54,98,22,58,18,71,96,2,1,0,10,None,Lane 3,Gridlock_Avoidance,10
55,88,72,43,79,28,53,39,0,2,1,11,Police,Lane 1,Emergency_Police,10
49,89,44,49,62,14,23,93,1,0,2,12,None,Lane 2,Gridlock_Avoidance,10
34,31,39,52,100,26,38,32,2,1,3,0,None,Lane 4,Starvation,3
10,91,35,29,89,55,11,45,3,2,0,1,None,Lane 3,Starvation,3
61,96,33,39,52,54,65,83,0,3,1,2,None,Lane 1,Starvation,3
80,21,47,99,71,87,21,28,1,4,2,0,None,Lane 4,Gridlock_Avoidance,10
96,11,40,88,19,22,77,99,2,0,3,1,None,Lane 2,Starvation,3
41,12,92,71,62,18,78,60,3,1,0,2,None,Lane 3,Starvation,10
60,51,16,93,21,43,71,20,0,2,1,3,None,Lane 1,Starvation,3
97,89,41,27,65,70,74,50,1,3,2,0,None,Lane 4,Starvation,3
39,88,57,97,95,22,91,78,2,4,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
39,88,57,97,95,22,91,78,0,5,1,2,Fire Truck,Lane 1,Emergency_Fire Truck,10
17,11,34,12,43,14,65,77,1,6,2,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
21,64,58,70,68,34,18,83,2,0,3,1,None,Lane 2,Starvation,3
40,13,31,43,48,99,19,49,3,1,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
40,13,31,43,48,99,19,49,4,2,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
96,60,41,90,43,43,97,80,0,3,2,1,Ambulance,Lane 1,Emergency_Ambulance,10
96,60,41,90,43,43,97,80,1,4,0,2,Police,Lane 3,Emergency_Police,10
48,69,71,39,39,88,23,49,2,5,1,0,Police,Lane 4,Emergency_Police,10
34,18,11,99,36,57,62,64,3,0,2,1,None,Lane 2,Starvation,3
32,39,17,41,97,92,25,61,4,1,3,0,None,Lane 4,Gridlock_Avoidance,3
33,20,80,62,70,77,59,85,5,2,0,1,Police,Lane 3,Emergency_Police,10
99,93,99,26,19,81,46,22,0,3,1,2,None,Lane 1,Starvation,10
